release_year,duration_int,rating_encoded,country_encoded,genre_encoded,length_encoded,type_encoded
2018,2.0,13,68,17,2,1
2018,1.0,11,80,21,2,1
2017,1.0,11,21,8,2,1
2017,1.0,11,80,8,2,1
2018,129.0,9,30,12,0,0
2018,90.0,11,80,27,1,0
2003,7.0,9,43,16,2,1
2018,116.0,11,7,7,1,0
2018,1.0,10,81,17,2,1
2018,59.0,9,80,10,2,0
2018,95.0,10,80,12,1,0
2018,122.0,8,21,6,0,0
2018,98.0,11,80,10,1,0
2009,117.0,9,30,7,1,0
2008,95.0,9,30,15,1,0
2015,146.0,9,30,12,0,0
2013,136.0,9,30,12,0,0
2011,91.0,9,30,0,1,0
2018,123.0,9,30,12,0,0
2012,144.0,9,30,7,0,0
2010,121.0,9,30,7,0,0
2018,91.0,12,11,15,1,0
2006,158.0,9,30,7,0,0
2015,2.0,13,1,17,2,1
2007,157.0,9,79,12,0,0
2009,124.0,9,30,7,0,0
2010,106.0,12,30,7,1,0
2018,92.0,11,80,14,1,0
2017,80.0,11,7,27,1,0
2018,3.0,11,80,11,2,1
2015,126.0,9,30,12,0,0
2013,129.0,11,30,7,0,0
2012,133.0,9,30,15,0,0
2007,109.0,9,30,7,1,0
2012,143.0,11,30,12,0,0
2013,140.0,9,30,0,0,0
2012,150.0,9,30,7,0,0
2013,128.0,12,30,7,0,0
2013,120.0,11,30,12,0,0
2012,154.0,9,30,7,0,0
2006,45.0,11,80,27,2,0
2015,132.0,9,30,7,0,0
2007,126.0,9,30,12,0,0
2013,95.0,11,80,27,1,0
2008,135.0,11,30,12,0,0
2014,139.0,9,30,7,0,0
2011,131.0,11,30,12,0,0
2008,118.0,9,30,7,1,0
2010,129.0,9,30,0,0,0
2014,131.0,9,30,12,0,0
2013,146.0,9,30,12,0,0
2013,123.0,9,30,7,0,0
2014,141.0,9,30,12,0,0
2015,93.0,11,80,27,1,0
2012,1.0,12,81,3,2,1
2017,91.0,11,80,10,1,0
2016,106.0,11,67,12,1,0
2008,131.0,9,30,7,0,0
2014,95.0,12,30,7,1,0
2011,104.0,6,30,4,1,0
2018,126.0,11,70,12,0,0
2015,118.0,8,55,12,1,0
2018,2.0,11,37,2,2,1
2006,94.0,9,27,0,1,0
2018,100.0,11,81,12,1,0
2018,126.0,7,60,12,0,0
2018,90.0,11,70,7,1,0
2018,87.0,9,14,7,1,0
2018,97.0,9,80,10,1,0
2018,1.0,11,80,8,2,1
2018,115.0,11,30,12,1,0
2009,1.0,12,80,17,2,1
2017,2.0,9,80,30,2,1
2018,93.0,11,80,10,1,0
2015,138.0,9,81,0,0,0
2018,74.0,11,80,27,1,0
2018,1.0,9,13,16,2,1
2018,102.0,7,80,0,1,0
2017,3.0,11,80,28,2,1
2018,104.0,11,54,7,1,0
2018,1.0,9,13,16,2,1
2017,1.0,12,2,11,2,1
2018,1.0,12,80,17,2,1
2018,51.0,11,45,19,2,0
2018,50.0,11,81,19,2,0
2018,86.0,6,79,4,1,0
2018,140.0,11,68,0,0,0
2018,2.0,9,80,8,2,1
2018,3.0,11,80,8,2,1
2013,122.0,9,30,12,0,0
2018,23.0,13,81,19,2,0
2017,4.0,11,75,16,2,1
2016,95.0,11,27,0,1,0
2018,121.0,11,31,0,0,0
2018,1.0,11,79,3,2,1
2018,131.0,11,30,12,0,0
2012,2.0,12,11,17,2,1
2018,5.0,11,2,8,2,1
2018,63.0,11,80,27,1,0
2017,150.0,11,30,12,0,0
2018,159.0,11,30,12,0,0
2018,1.0,11,79,3,2,1
2018,131.0,9,30,12,0,0
2018,130.0,11,79,13,0,0
2018,2.0,14,81,8,2,1
2018,99.0,11,70,13,1,0
2018,86.0,11,80,10,1,0
2018,1.0,11,81,11,2,1
2018,106.0,9,31,13,1,0
2018,57.0,9,80,10,2,0
2018,1.0,12,80,30,2,1
2018,1.0,11,80,31,2,1
2018,97.0,8,80,12,1,0
2018,1.0,11,81,8,2,1
2018,1.0,12,81,11,2,1
2018,144.0,8,51,12,0,0
2018,1.0,11,7,8,2,1
2018,110.0,8,80,9,1,0
2018,57.0,11,80,27,2,0
2018,119.0,9,43,0,1,0
2017,4.0,13,80,17,2,1
2018,94.0,7,80,13,1,0
2018,1.0,9,81,21,2,1
2018,1.0,9,17,11,2,1
2018,1.0,9,37,2,2,1
2018,89.0,11,79,13,1,0
2018,124.0,8,80,7,0,0
2018,25.0,13,81,4,2,0
2018,1.0,11,68,16,2,1
2018,1.0,12,81,2,2,1
2017,121.0,7,79,12,0,0
2017,88.0,11,80,13,1,0
2017,111.0,8,80,0,1,0
2012,81.0,11,80,7,1,0
2018,64.0,11,81,27,1,0
2014,1.0,11,79,3,2,1
2008,55.0,11,81,10,2,0
2014,137.0,11,79,7,0,0
2000,56.0,11,79,7,2,0
1998,58.0,11,80,7,2,0
1982,80.0,8,79,7,1,0
2014,94.0,11,79,10,1,0
2009,1.0,11,79,3,2,1
1972,1.0,11,79,16,2,1
1974,4.0,9,79,3,2,1
1979,94.0,8,79,6,1,0
2005,1.0,11,80,3,2,1
1989,72.0,9,79,7,1,0
2013,60.0,11,79,10,1,0
2016,140.0,9,30,0,0,0
2017,91.0,6,11,4,1,0
2009,97.0,9,30,13,1,0
2014,146.0,9,30,0,0,0
2016,118.0,9,30,12,1,0
2009,128.0,9,30,12,0,0
2009,137.0,11,30,12,0,0
2014,145.0,12,30,15,0,0
2017,141.0,9,81,12,0,0
2012,106.0,9,30,7,1,0
2018,135.0,11,81,12,0,0
2013,137.0,9,30,12,0,0
2014,129.0,9,30,7,0,0
2009,99.0,12,30,12,1,0
2018,1.0,11,80,23,2,1
2017,155.0,9,30,0,0,0
2014,142.0,9,30,7,0,0
2008,214.0,9,30,0,0,0
2015,137.0,12,30,7,0,0
2009,128.0,9,30,12,0,0
2018,151.0,9,30,12,0,0
2014,121.0,9,30,7,0,0
2009,101.0,9,30,0,1,0
2008,145.0,9,30,7,0,0
2009,147.0,9,30,15,0,0
2016,90.0,9,30,12,1,0
2012,129.0,9,30,7,0,0
2005,129.0,12,30,7,0,0
2017,136.0,9,30,7,0,0
2016,117.0,12,30,7,1,0
2012,150.0,9,30,0,0,0
2011,134.0,9,30,0,0,0
2011,100.0,9,30,7,1,0
2018,44.0,13,80,4,2,0
2018,44.0,13,80,4,2,0
2009,111.0,11,80,7,1,0
2014,147.0,9,30,0,0,0
2013,115.0,9,30,12,1,0
2013,121.0,12,30,7,0,0
2016,103.0,9,30,0,1,0
2016,73.0,9,30,7,1,0
2015,129.0,9,30,0,0,0
2014,102.0,9,30,13,1,0
2013,122.0,12,30,7,0,0
2008,155.0,9,30,0,0,0
2013,139.0,9,30,0,0,0
2015,131.0,12,30,7,0,0
2017,127.0,9,30,7,0,0
2016,1.0,9,80,21,2,1
2012,156.0,9,30,0,0,0
2018,91.0,11,81,10,1,0
2013,132.0,12,30,7,0,0
2018,1.0,9,79,3,2,1
2016,130.0,9,30,0,0,0
2010,137.0,11,30,12,0,0
2012,156.0,9,30,0,0,0
2009,132.0,9,30,7,0,0
2010,119.0,9,30,12,1,0
2015,140.0,12,30,7,0,0
2016,126.0,9,52,12,0,0
2012,107.0,6,80,4,1,0
2018,111.0,11,7,12,1,0
2018,130.0,11,13,0,0,0
2018,126.0,11,80,0,0,0
2018,24.0,9,80,10,2,0
2018,1.0,11,80,16,2,1
2018,2.0,14,11,17,2,1
2018,3.0,14,68,17,2,1
2018,108.0,11,31,13,1,0
2018,117.0,11,70,10,1,0
2018,101.0,11,79,14,1,0
2018,1.0,11,81,21,2,1
2018,1.0,9,37,2,2,1
2018,1.0,11,80,30,2,1
2018,124.0,11,80,10,0,0
2018,63.0,11,7,27,1,0
2018,1.0,9,80,8,2,1
2014,1.0,12,37,2,2,1
2016,1.0,14,11,17,2,1
2017,1.0,9,41,8,2,1
2018,2.0,11,80,8,2,1
2018,1.0,12,81,11,2,1
2018,2.0,11,45,8,2,1
2018,1.0,11,80,28,2,1
2018,1.0,13,81,17,2,1
2018,114.0,11,34,12,1,0
2018,98.0,11,80,7,1,0
2018,1.0,9,13,16,2,1
2018,100.0,9,80,10,1,0
2018,1.0,11,68,16,2,1
2018,100.0,11,35,12,1,0
2018,1.0,11,80,28,2,1
2018,1.0,10,81,11,2,1
2018,123.0,11,48,12,0,0
2004,2.0,9,81,16,2,1
2013,1.0,14,80,17,2,1
2016,1.0,14,80,17,2,1
2018,77.0,11,80,10,1,0
2018,1.0,11,81,11,2,1
2018,2.0,11,80,8,2,1
2018,106.0,12,13,4,1,0
2018,106.0,7,80,7,1,0
2018,2.0,14,80,17,2,1
2018,102.0,11,6,12,1,0
2014,146.0,9,30,7,0,0
2018,96.0,11,79,0,1,0
2018,1.0,11,75,8,2,1
2018,3.0,9,80,8,2,1
2018,1.0,11,74,8,2,1
2017,104.0,11,21,12,1,0
2018,109.0,11,30,12,1,0
2018,110.0,9,30,12,1,0
2017,110.0,11,30,12,1,0
2018,101.0,12,30,12,1,0
2018,1.0,11,2,16,2,1
2017,94.0,11,21,12,1,0
2017,1.0,11,70,16,2,1
2018,1.0,11,80,8,2,1
2018,2.0,11,80,28,2,1
2018,101.0,11,70,7,1,0
2018,3.0,12,80,21,2,1
2018,3.0,12,81,21,2,1
2017,1.0,11,14,8,2,1
2017,141.0,9,30,0,0,0
2017,120.0,9,30,7,0,0
2017,140.0,9,30,0,0,0
2018,1.0,11,80,11,2,1
2012,50.0,11,80,27,2,0
2018,57.0,11,81,27,2,0
2018,1.0,11,30,16,2,1
1998,31.0,11,11,7,2,0
2018,1.0,9,13,16,2,1
2018,90.0,11,80,7,1,0
2018,1.0,11,79,3,2,1
2017,110.0,9,30,7,1,0
2017,162.0,9,30,0,0,0
2017,139.0,9,30,12,0,0
2018,130.0,7,30,12,0,0
2017,145.0,9,30,7,0,0
2018,33.0,9,80,7,2,0
2018,1.0,12,80,21,2,1
2017,114.0,11,70,7,1,0
2018,100.0,9,80,7,1,0
2018,54.0,11,68,27,2,0
2018,150.0,9,30,12,0,0
2015,105.0,11,80,7,1,0
2018,1.0,9,2,11,2,1
2018,1.0,11,80,11,2,1
2018,1.0,12,80,30,2,1
2018,124.0,12,79,12,0,0
2018,95.0,11,80,7,1,0
2018,12.0,12,80,10,2,0
2018,104.0,11,1,12,1,0
2018,5.0,9,80,31,2,1
2018,1.0,9,81,16,2,1
2018,1.0,9,74,16,2,1
2014,143.0,12,30,7,0,0
2016,127.0,9,30,0,0,0
2018,100.0,11,30,7,1,0
2018,74.0,12,13,1,1,0
2018,1.0,11,70,8,2,1
2018,3.0,14,81,17,2,1
2018,104.0,11,80,7,1,0
2011,148.0,11,30,12,0,0
2011,127.0,12,30,4,0,0
2008,158.0,11,30,12,0,0
2016,124.0,9,30,12,0,0
2000,163.0,9,30,12,0,0
2010,121.0,9,30,12,0,0
2014,154.0,11,30,12,0,0
2014,127.0,9,30,0,0,0
2010,128.0,9,30,7,0,0
2012,98.0,12,30,7,1,0
2009,109.0,9,30,15,1,0
2016,168.0,9,30,0,0,0
2010,162.0,9,30,12,0,0
2006,159.0,9,30,12,0,0
2012,137.0,9,30,0,0,0
2015,133.0,9,30,12,0,0
2012,127.0,9,30,7,0,0
2011,131.0,9,30,7,0,0
2005,90.0,12,30,4,1,0
2018,1.0,10,45,11,2,1
2018,88.0,11,80,10,1,0
2017,87.0,11,1,12,1,0
2018,1.0,11,37,16,2,1
2018,1.0,9,37,16,2,1
2018,2.0,11,21,16,2,1
2018,2.0,11,37,2,2,1
2005,82.0,12,2,19,1,0
2012,86.0,9,2,7,1,0
2007,6.0,11,2,30,2,1
2017,100.0,11,21,7,1,0
2018,57.0,11,45,27,2,0
2018,3.0,11,45,8,2,1
2018,95.0,11,80,0,1,0
2018,1.0,11,37,8,2,1
2018,101.0,9,2,10,1,0
2018,1.0,11,70,16,2,1
2018,124.0,12,30,12,0,0
2018,72.0,11,80,27,1,0
2018,93.0,11,70,15,1,0
2018,1.0,12,79,3,2,1
2018,1.0,11,49,11,2,1
2018,92.0,6,13,4,1,0
2018,95.0,11,80,7,1,0
2018,4.0,14,80,17,2,1
2018,1.0,11,37,16,2,1
2018,2.0,13,11,17,2,1
2018,133.0,6,7,12,0,0
2018,85.0,11,70,7,1,0
2018,1.0,9,81,11,2,1
2018,105.0,9,70,10,1,0
2018,101.0,9,37,0,1,0
2018,88.0,10,2,4,1,0
2018,2.0,11,80,28,2,1
2018,1.0,9,13,16,2,1
2018,113.0,11,80,0,1,0
2018,71.0,11,80,27,1,0
2018,75.0,11,45,13,1,0
2017,2.0,11,34,16,2,1
2018,2.0,11,79,3,2,1
2018,2.0,11,80,8,2,1
2018,1.0,11,68,16,2,1
2018,2.0,12,80,11,2,1
2018,66.0,9,1,27,1,0
2018,83.0,9,80,0,1,0
2018,110.0,11,70,12,1,0
2018,88.0,12,21,4,1,0
2013,77.0,11,80,27,1,0
2012,58.0,11,80,27,2,0
2012,69.0,11,80,27,1,0
2012,61.0,11,80,27,1,0
2018,88.0,9,13,7,1,0
2006,122.0,9,30,7,0,0
2013,60.0,11,80,27,1,0
2003,166.0,9,30,12,0,0
2013,107.0,9,30,7,1,0
2018,94.0,11,80,12,1,0
2010,87.0,12,30,4,1,0
2018,92.0,9,30,12,1,0
2007,130.0,9,30,7,0,0
2017,15.0,9,80,8,2,1
2015,88.0,9,45,13,1,0
2010,128.0,9,30,7,0,0
2017,96.0,11,80,10,1,0
2018,94.0,11,30,12,1,0
2012,69.0,11,80,27,1,0
2017,1.0,9,80,8,2,1
2017,90.0,11,70,13,1,0
2018,101.0,11,79,12,1,0
2018,1.0,11,79,3,2,1
2018,77.0,11,12,27,1,0
2018,1.0,11,79,3,2,1
2018,89.0,9,14,7,1,0
2018,90.0,11,80,10,1,0
2018,98.0,8,80,24,1,0
2017,1.0,14,80,17,2,1
2018,66.0,11,80,27,1,0
2018,1.0,11,7,16,2,1
2014,103.0,11,37,0,1,0
2018,95.0,11,21,7,1,0
2018,1.0,9,80,31,2,1
2016,89.0,7,80,12,1,0
2018,74.0,11,79,15,1,0
2018,2.0,11,80,8,2,1
2018,119.0,11,13,12,1,0
2018,70.0,11,2,27,1,0
2018,1.0,11,80,16,2,1
2018,121.0,11,30,7,0,0
2018,106.0,11,34,7,1,0
2017,74.0,10,54,10,1,0
2018,106.0,11,80,7,1,0
2017,113.0,7,70,12,1,0
2017,119.0,11,12,12,1,0
2018,1.0,13,81,17,2,1
2018,1.0,13,81,17,2,1
2018,100.0,11,80,7,1,0
2018,110.0,11,2,7,1,0
2018,66.0,11,45,27,1,0
2018,1.0,11,21,8,2,1
2017,4.0,9,80,31,2,1
2008,2.0,14,37,2,2,1
2017,126.0,9,30,12,0,0
2017,130.0,11,75,12,0,0
2018,1.0,11,21,8,2,1
2018,110.0,11,80,12,1,0
2015,85.0,11,23,10,1,0
2019,4.0,9,80,30,2,1
2019,5.0,11,80,30,2,1
2018,1.0,11,80,28,2,1
2018,117.0,11,70,12,1,0
2018,1.0,11,68,16,2,1
2018,63.0,11,1,27,1,0
2018,94.0,11,80,7,1,0
2018,74.0,9,80,27,1,0
2018,3.0,14,80,17,2,1
2018,1.0,11,37,16,2,1
2018,58.0,9,80,27,2,0
2018,117.0,11,67,7,1,0
2018,1.0,13,81,17,2,1
2017,4.0,14,11,8,2,1
2007,89.0,11,80,27,1,0
2017,66.0,11,1,10,1,0
2018,158.0,11,30,0,0,0
1979,100.0,7,37,0,1,0
2009,1.0,11,37,2,2,1
2018,64.0,11,80,27,1,0
2017,92.0,11,80,7,1,0
2018,3.0,9,80,28,2,1
2018,63.0,11,45,27,1,0
2018,1.0,11,80,8,2,1
2018,105.0,9,79,7,1,0
2018,1.0,12,80,17,2,1
2018,67.0,11,80,27,1,0
2007,91.0,9,23,7,1,0
2018,92.0,11,80,13,1,0
2018,87.0,3,11,4,1,0
2018,1.0,10,80,28,2,1
2018,100.0,11,79,12,1,0
2018,113.0,11,21,27,1,0
2018,40.0,12,80,10,2,0
2018,105.0,11,35,12,1,0
2018,2.0,14,80,17,2,1
2018,94.0,9,45,7,1,0
2017,109.0,11,13,0,1,0
2017,99.0,11,70,7,1,0
2018,89.0,11,14,7,1,0
2017,92.0,11,9,0,1,0
2017,105.0,11,30,12,1,0
2017,130.0,9,30,0,0,0
2017,69.0,12,35,10,1,0
2018,98.0,11,80,0,1,0
2017,90.0,11,1,7,1,0
2018,65.0,11,80,27,1,0
2018,92.0,6,11,7,1,0
2015,19.0,13,81,19,2,0
2008,25.0,13,70,19,2,0
2015,22.0,13,81,19,2,0
2015,40.0,13,80,19,2,0
2014,22.0,13,81,19,2,0
2016,24.0,13,81,19,2,0
2016,1.0,13,21,17,2,1
2016,101.0,9,30,12,1,0
2017,1.0,12,81,16,2,1
2017,90.0,8,80,7,1,0
2017,96.0,11,70,7,1,0
2017,1.0,9,61,16,2,1
2017,115.0,9,30,7,1,0
2017,92.0,11,21,12,1,0
2018,1.0,11,81,11,2,1
2018,93.0,9,80,4,1,0
2016,2.0,9,81,16,2,1
2017,95.0,11,70,7,1,0
2016,1.0,12,81,16,2,1
2018,105.0,11,80,10,1,0
2018,117.0,9,80,7,1,0
2016,1.0,12,81,16,2,1
2016,1.0,9,81,16,2,1
2018,66.0,11,23,27,1,0
2017,97.0,12,80,10,1,0
2018,78.0,13,7,4,1,0
2018,102.0,11,68,0,1,0
2018,62.0,12,80,27,1,0
2018,97.0,11,80,7,1,0
2018,105.0,11,11,7,1,0
2018,79.0,12,80,10,1,0
2017,90.0,11,7,7,1,0
2017,1.0,11,23,16,2,1
2018,1.0,11,21,8,2,1
2018,1.0,11,80,28,2,1
2017,107.0,8,80,0,1,0
2018,105.0,9,80,12,1,0
2018,99.0,11,21,7,1,0
2018,2.0,13,80,17,2,1
2017,108.0,11,14,12,1,0
2018,66.0,11,79,27,1,0
2017,1.0,11,55,16,2,1
2018,75.0,11,80,12,1,0
2018,96.0,11,80,12,1,0
2017,95.0,9,70,12,1,0
2018,32.0,9,80,10,2,0
2018,70.0,11,80,27,1,0
2017,94.0,11,45,7,1,0
2018,78.0,11,1,27,1,0
2018,1.0,11,79,3,2,1
2017,3.0,12,21,17,2,1
2018,91.0,8,8,13,1,0
2018,75.0,11,21,27,1,0
2017,105.0,11,30,12,1,0
1993,7.0,12,80,29,2,1
2017,96.0,9,1,12,1,0
2009,132.0,12,30,12,0,0
2017,1.0,11,71,8,2,1
2012,60.0,11,80,27,1,0
2017,1.0,11,79,3,2,1
2004,171.0,9,30,0,0,0
2016,116.0,9,30,12,1,0
2007,169.0,9,30,7,0,0
2005,134.0,12,30,12,0,0
2000,159.0,9,30,7,0,0
2017,2.0,11,79,3,2,1
2017,87.0,8,79,0,1,0
2018,103.0,11,80,12,1,0
2018,78.0,11,80,7,1,0
2018,1.0,11,80,11,2,1
2018,62.0,11,45,27,1,0
2018,97.0,11,79,12,1,0
2018,12.0,11,11,5,2,1
2009,102.0,8,11,7,1,0
2006,95.0,8,11,7,1,0
2018,1.0,9,79,11,2,1
2018,1.0,9,79,3,2,1
2016,115.0,11,55,12,1,0
2018,102.0,11,80,0,1,0
2016,99.0,11,48,12,1,0
2018,74.0,11,80,12,1,0
2018,1.0,11,79,3,2,1
2018,100.0,11,80,12,1,0
2017,150.0,9,30,12,0,0
2018,2.0,11,80,28,2,1
2018,87.0,12,78,4,1,0
2018,1.0,11,1,16,2,1
2018,88.0,9,80,10,1,0
2018,1.0,11,80,8,2,1
2018,63.0,11,81,27,1,0
2016,129.0,7,37,1,0,0
2016,91.0,11,71,7,1,0
2016,1.0,9,19,16,2,1
2017,1.0,11,6,16,2,1
2017,115.0,11,56,12,1,0
2018,140.0,11,68,0,0,0
2017,1.0,9,37,2,2,1
2018,79.0,11,79,27,1,0
2018,104.0,14,80,4,1,0
2018,1.0,9,37,2,2,1
2018,1.0,11,79,3,2,1
2018,121.0,11,80,12,0,0
2018,1.0,11,68,8,2,1
2018,40.0,10,30,10,2,0
2017,94.0,8,8,15,1,0
2017,1.0,11,51,8,2,1
2018,58.0,9,80,27,2,0
2017,78.0,10,81,4,1,0
2018,1.0,11,80,11,2,1
2018,51.0,11,1,27,2,0
2018,69.0,11,12,27,1,0
2017,104.0,11,11,13,1,0
2017,1.0,11,11,8,2,1
2018,59.0,11,80,27,2,0
2018,94.0,11,80,0,1,0
1998,166.0,9,30,12,0,0
2007,155.0,12,30,12,0,0
2017,145.0,9,30,0,0,0
2016,106.0,8,80,12,1,0
2016,94.0,9,23,7,1,0
2017,127.0,12,30,12,0,0
2017,87.0,11,70,7,1,0
2004,185.0,12,30,12,0,0
2014,75.0,11,11,7,1,0
2014,89.0,11,11,19,1,0
2014,81.0,11,11,19,1,0
2008,47.0,11,11,7,2,0
2004,46.0,11,11,19,2,0
2016,125.0,9,30,7,0,0
2004,160.0,9,30,12,0,0
2017,110.0,11,68,12,1,0
2018,69.0,11,79,19,1,0
2018,67.0,11,80,27,1,0
2017,105.0,11,70,13,1,0
2016,1.0,9,68,16,2,1
2018,2.0,11,21,16,2,1
2018,127.0,11,79,24,0,0
2018,1.0,11,80,8,2,1
2017,1.0,9,79,3,2,1
2017,109.0,11,68,12,1,0
2017,2.0,11,79,3,2,1
2017,134.0,12,37,0,0,0
2018,60.0,11,1,27,1,0
2018,6.0,14,80,17,2,1
2018,1.0,9,80,30,2,1
2018,96.0,11,80,12,1,0
2017,1.0,11,37,16,2,1
2018,65.0,11,80,27,1,0
2018,133.0,9,30,7,0,0
2018,96.0,9,80,10,1,0
2018,95.0,11,79,13,1,0
2018,24.0,12,22,10,2,0
2018,97.0,9,80,7,1,0
2018,65.0,12,81,20,1,0
2017,1.0,9,80,29,2,1
2018,102.0,7,80,0,1,0
2018,1.0,11,80,11,2,1
2018,53.0,11,81,27,2,0
2017,116.0,11,28,12,1,0
2017,102.0,9,68,7,1,0
2017,86.0,11,80,10,1,0
2017,117.0,11,80,12,1,0
2016,8.0,11,80,8,2,1
2017,96.0,12,23,10,1,0
1998,69.0,9,80,27,1,0
2016,1.0,11,79,3,2,1
2017,108.0,11,70,7,1,0
2018,102.0,11,80,7,1,0
2018,61.0,11,64,27,1,0
2018,57.0,11,45,27,2,0
2018,49.0,11,1,27,2,0
2018,6.0,14,80,17,2,1
2017,87.0,8,8,0,1,0
2017,1.0,11,68,16,2,1
2018,59.0,11,14,27,2,0
2018,63.0,11,80,27,1,0
2017,69.0,11,81,10,1,0
2018,2.0,11,80,29,2,1
2017,1.0,12,37,16,2,1
2018,62.0,9,80,27,1,0
2018,108.0,7,80,7,1,0
2018,95.0,11,11,13,1,0
2017,99.0,11,79,14,1,0
2017,1.0,11,70,16,2,1
2018,62.0,11,14,27,1,0
2017,1.0,9,37,34,2,1
2018,60.0,11,80,27,1,0
1980,147.0,9,69,0,0,0
1986,153.0,9,30,12,0,0
2017,87.0,12,2,4,1,0
2018,2.0,11,80,30,2,1
2017,124.0,9,17,12,0,0
2018,94.0,9,80,7,1,0
2017,100.0,11,68,10,1,0
2018,71.0,11,80,27,1,0
2018,60.0,11,14,27,1,0
2017,135.0,11,30,13,0,0
2016,1.0,12,81,16,2,1
2017,5.0,11,79,5,2,1
2016,97.0,7,80,13,1,0
2018,1.0,11,37,2,2,1
2017,86.0,9,80,7,1,0
2017,91.0,11,70,10,1,0
2003,1.0,9,37,2,2,1
2010,5.0,9,37,2,2,1
2018,3.0,11,79,3,2,1
2000,1.0,14,37,2,2,1
2017,1.0,11,21,8,2,1
2017,1.0,11,80,28,2,1
2017,82.0,8,80,7,1,0
2016,102.0,8,11,7,1,0
2017,1.0,11,21,8,2,1
2017,105.0,9,21,0,1,0
2015,1.0,9,81,16,2,1
2017,106.0,9,23,4,1,0
2017,91.0,11,80,7,1,0
2017,61.0,11,80,27,1,0
2017,1.0,9,81,16,2,1
2017,80.0,11,80,13,1,0
2017,1.0,12,79,3,2,1
2017,1.0,9,2,11,2,1
2017,118.0,11,80,0,1,0
2017,94.0,11,1,12,1,0
2017,84.0,10,11,4,1,0
2016,103.0,8,45,10,1,0
2017,69.0,11,79,27,1,0
2017,1.0,9,11,8,2,1
2017,2.0,11,68,16,2,1
2015,1.0,11,81,16,2,1
2017,105.0,10,80,12,1,0
2017,128.0,11,30,7,0,0
2017,86.0,7,80,7,1,0
2015,109.0,11,68,7,1,0
2017,1.0,9,80,8,2,1
2017,4.0,9,80,31,2,1
2017,70.0,11,80,27,1,0
2016,1.0,9,81,16,2,1
2017,89.0,11,80,7,1,0
1986,162.0,9,30,0,0,0
1991,163.0,9,30,12,0,0
2006,91.0,9,2,10,1,0
2017,27.0,14,80,4,2,0
2017,67.0,11,80,27,1,0
2017,142.0,11,30,7,0,0
2017,78.0,11,37,13,1,0
2017,26.0,13,80,4,2,0
2017,5.0,14,80,17,2,1
2015,1.0,9,43,16,2,1
2017,46.0,13,80,4,2,0
2017,1.0,12,37,16,2,1
2017,81.0,14,30,4,1,0
2017,119.0,9,22,12,1,0
2017,1.0,14,21,17,2,1
2015,1.0,9,81,16,2,1
2016,99.0,11,78,15,1,0
2017,4.0,9,80,31,2,1
2017,96.0,11,80,10,1,0
2017,4.0,11,79,3,2,1
2017,3.0,11,79,3,2,1
2017,128.0,7,30,7,0,0
2017,114.0,9,80,10,1,0
2016,101.0,11,70,12,1,0
2017,1.0,9,37,16,2,1
2017,1.0,11,81,16,2,1
2017,1.0,11,81,34,2,1
2017,1.0,11,68,16,2,1
2017,109.0,9,80,20,1,0
2017,1.0,11,80,31,2,1
2017,51.0,13,2,4,2,0
2017,61.0,12,80,27,1,0
2017,73.0,12,80,10,1,0
2017,92.0,12,80,4,1,0
2017,94.0,11,11,10,1,0
2017,6.0,11,80,8,2,1
2017,3.0,13,80,17,2,1
2017,135.0,8,80,12,0,0
2017,1.0,11,80,21,2,1
2014,1.0,9,37,2,2,1
2015,1.0,11,60,8,2,1
2017,66.0,11,80,27,1,0
2017,126.0,11,11,0,0,0
2017,1.0,11,37,16,2,1
2017,2.0,14,37,2,2,1
2017,2.0,11,80,30,2,1
2017,54.0,11,45,27,2,0
2017,100.0,11,7,0,1,0
2017,2.0,11,37,2,2,1
2002,81.0,8,80,10,1,0
2017,6.0,10,80,17,2,1
2016,123.0,8,80,12,0,0
2017,144.0,11,80,10,0,0
2017,153.0,7,30,7,0,0
2015,1.0,9,81,16,2,1
2017,1.0,11,11,8,2,1
1978,141.0,12,30,0,0,0
2016,104.0,11,70,15,1,0
2016,97.0,12,78,0,1,0
2016,82.0,10,23,4,1,0
2017,98.0,11,13,0,1,0
2010,1.0,11,81,16,2,1
2007,1.0,11,81,16,2,1
2009,1.0,9,81,16,2,1
2008,1.0,9,81,8,2,1
2009,1.0,9,64,16,2,1
2017,84.0,11,80,27,1,0
2016,76.0,8,80,10,1,0
2017,75.0,7,80,12,1,0
2017,93.0,6,11,4,1,0
2017,1.0,9,80,28,2,1
2017,98.0,9,80,10,1,0
2016,91.0,8,80,12,1,0
2015,168.0,8,80,0,0,0
2017,68.0,11,79,27,1,0
2017,1.0,11,11,31,2,1
2017,3.0,11,79,3,2,1
2017,103.0,11,80,12,1,0
2017,2.0,12,80,30,2,1
2017,95.0,9,80,10,1,0
2017,1.0,11,80,8,2,1
2017,82.0,11,80,0,1,0
2017,94.0,11,21,7,1,0
2017,66.0,11,80,27,1,0
2017,135.0,9,30,0,0,0
2016,1.0,12,81,16,2,1
2012,1.0,9,81,16,2,1
2017,144.0,9,30,12,0,0
2015,90.0,11,49,10,1,0
2017,1.0,13,21,17,2,1
1960,158.0,12,30,7,0,0
2015,6.0,10,80,11,2,1
2016,83.0,9,23,7,1,0
2016,102.0,11,76,12,1,0
2017,52.0,11,45,27,2,0
2017,110.0,11,79,10,1,0
2017,85.0,11,80,7,1,0
2017,113.0,11,80,7,1,0
