type,release_year,rating,duration,country,cluster
1,2017,12,1.0,603,0
0,2018,10,129.0,251,2
0,2018,12,90.0,603,1
1,2003,10,7.0,338,0
0,2018,12,116.0,45,1
1,2018,11,1.0,736,0
0,2018,10,59.0,603,3
0,2018,11,95.0,603,1
0,2018,9,122.0,184,2
0,2018,12,98.0,603,1
0,2009,10,117.0,251,1
0,2008,10,95.0,251,1
0,2015,10,146.0,251,2
0,2013,10,136.0,251,2
0,2011,10,91.0,251,1
0,2018,10,123.0,251,2
0,2012,10,144.0,251,2
0,2010,10,121.0,251,2
0,2018,13,91.0,58,1
0,2006,10,158.0,251,2
1,2015,14,2.0,2,0
0,2007,10,157.0,555,2
0,2009,10,124.0,251,2
0,2010,13,106.0,251,1
0,2018,12,92.0,603,1
0,2017,12,80.0,45,3
1,2018,12,3.0,603,0
0,2015,10,126.0,251,2
0,2013,12,129.0,251,2
0,2012,10,133.0,251,2
0,2007,10,109.0,251,1
0,2012,12,143.0,251,2
0,2013,10,140.0,251,2
0,2012,10,150.0,251,2
0,2013,13,128.0,251,2
0,2013,12,120.0,251,1
0,2012,10,154.0,251,2
0,2006,12,45.0,603,3
0,2015,10,132.0,251,2
0,2007,10,126.0,251,2
0,2013,12,95.0,603,1
0,2008,12,135.0,251,2
0,2014,10,139.0,251,2
0,2011,12,131.0,251,2
0,2008,10,118.0,251,1
0,2010,10,129.0,251,2
0,2014,10,131.0,251,2
0,2013,10,146.0,251,2
0,2013,10,123.0,251,2
0,2014,10,141.0,251,2
0,2015,12,93.0,603,1
1,2012,13,1.0,736,0
0,2017,12,91.0,603,1
0,2016,12,106.0,426,1
0,2008,10,131.0,251,2
0,2014,13,95.0,251,1
0,2011,7,104.0,251,1
0,2018,12,126.0,451,2
0,2015,9,118.0,388,1
1,2018,12,2.0,319,0
0,2006,10,94.0,241,1
0,2018,12,100.0,736,1
0,2018,8,126.0,408,2
0,2018,12,90.0,464,1
0,2018,10,87.0,121,1
0,2018,10,97.0,718,1
1,2018,12,1.0,639,0
0,2018,12,115.0,251,1
1,2009,13,1.0,603,0
1,2017,10,2.0,603,0
0,2018,12,93.0,603,1
0,2015,10,138.0,736,2
0,2018,12,74.0,603,3
1,2018,10,1.0,105,0
0,2018,8,102.0,603,1
1,2017,12,3.0,603,0
0,2018,12,104.0,385,1
1,2018,10,1.0,105,0
1,2017,13,1.0,15,0
1,2018,13,1.0,603,0
0,2018,12,51.0,343,3
0,2018,12,50.0,736,3
0,2018,7,86.0,521,1
0,2018,12,140.0,435,2
1,2018,10,2.0,603,0
1,2018,12,3.0,603,0
0,2013,10,122.0,251,2
0,2018,14,23.0,736,0
1,2017,12,4.0,488,0
0,2016,12,95.0,241,1
0,2018,12,121.0,277,2
1,2018,12,1.0,506,0
0,2018,12,131.0,251,2
1,2012,13,2.0,58,0
1,2018,12,5.0,15,0
0,2018,12,63.0,603,3
0,2017,12,150.0,251,2
0,2018,12,159.0,251,2
1,2018,12,1.0,506,0
0,2018,10,131.0,251,2
0,2018,12,130.0,589,2
1,2018,15,2.0,736,0
0,2018,12,99.0,451,1
0,2018,12,86.0,603,1
1,2018,12,1.0,736,0
0,2018,10,106.0,272,1
0,2018,10,57.0,603,3
1,2018,13,1.0,603,0
1,2018,12,1.0,603,0
0,2018,9,97.0,681,1
1,2018,12,1.0,736,0
1,2018,13,1.0,736,0
0,2018,9,144.0,376,2
1,2018,12,1.0,45,0
0,2018,9,110.0,603,1
0,2018,12,57.0,603,3
0,2018,10,119.0,338,1
1,2017,14,4.0,603,0
0,2018,8,94.0,603,1
1,2018,10,1.0,736,0
1,2018,10,1.0,133,0
1,2018,10,1.0,319,0
0,2018,12,89.0,506,1
0,2018,9,124.0,603,2
0,2018,14,25.0,736,0
1,2018,12,1.0,435,0
1,2018,13,1.0,736,0
0,2017,8,121.0,557,2
0,2017,12,88.0,603,1
0,2017,9,111.0,618,1
0,2012,12,81.0,603,3
0,2018,12,64.0,736,3
1,2014,12,1.0,506,0
0,2008,12,55.0,736,3
0,2014,12,137.0,506,2
0,2000,12,56.0,506,3
0,1998,12,58.0,603,3
0,1982,9,80.0,506,3
0,2014,12,94.0,506,1
1,2009,12,1.0,506,0
1,1972,12,1.0,602,0
1,1974,10,4.0,506,0
0,1979,9,94.0,506,1
1,2005,12,1.0,718,0
0,1989,10,72.0,506,3
0,2013,12,60.0,506,3
0,2016,10,140.0,251,2
0,2017,7,91.0,58,1
0,2009,10,97.0,251,1
0,2014,10,146.0,251,2
0,2016,10,118.0,251,1
0,2009,10,128.0,251,2
0,2009,12,137.0,251,2
0,2014,13,145.0,251,2
0,2017,10,141.0,736,2
0,2012,10,106.0,251,1
0,2018,12,135.0,736,2
0,2013,10,137.0,251,2
0,2014,10,129.0,251,2
0,2009,13,99.0,251,1
1,2018,12,1.0,603,0
0,2017,10,155.0,251,2
0,2014,10,142.0,251,2
0,2008,10,214.0,251,2
0,2015,13,137.0,251,2
0,2009,10,128.0,251,2
0,2018,10,151.0,251,2
0,2014,10,121.0,251,2
0,2009,10,101.0,251,1
0,2008,10,145.0,251,2
0,2009,10,147.0,251,2
0,2016,10,90.0,251,1
0,2012,10,129.0,251,2
0,2005,13,129.0,251,2
0,2017,10,136.0,251,2
0,2016,13,117.0,251,1
0,2012,10,150.0,251,2
0,2011,10,134.0,251,2
0,2011,10,100.0,251,1
0,2018,14,44.0,603,3
0,2018,14,44.0,621,3
0,2009,12,111.0,603,1
0,2014,10,147.0,251,2
0,2013,10,115.0,251,1
0,2013,13,121.0,251,2
0,2016,10,103.0,251,1
0,2016,10,73.0,271,3
0,2015,10,129.0,251,2
0,2014,10,102.0,251,1
0,2013,13,122.0,251,2
0,2008,10,155.0,251,2
0,2013,10,139.0,251,2
0,2015,13,131.0,251,2
0,2017,10,127.0,251,2
1,2016,10,1.0,603,0
0,2012,10,156.0,251,2
0,2018,12,91.0,736,1
0,2013,13,132.0,251,2
1,2018,10,1.0,506,0
0,2016,10,130.0,251,2
0,2010,12,137.0,251,2
0,2012,10,156.0,251,2
0,2009,10,132.0,251,2
0,2010,10,119.0,252,1
0,2015,13,140.0,251,2
0,2016,10,126.0,380,2
0,2012,7,107.0,718,1
0,2018,12,111.0,45,1
0,2018,12,130.0,105,2
0,2018,12,126.0,603,2
0,2018,10,24.0,603,0
1,2018,12,1.0,603,0
1,2018,15,2.0,58,0
1,2018,15,3.0,442,0
0,2018,12,108.0,272,1
0,2018,12,117.0,444,1
0,2018,12,101.0,589,1
1,2018,12,1.0,736,0
1,2018,10,1.0,319,0
1,2018,12,1.0,603,0
0,2018,12,124.0,603,2
0,2018,12,63.0,45,3
1,2018,10,1.0,603,0
1,2014,13,1.0,319,0
1,2016,15,1.0,86,0
1,2017,10,1.0,328,0
1,2018,12,2.0,603,0
1,2018,13,1.0,736,0
1,2018,12,2.0,342,0
1,2018,12,1.0,603,0
1,2018,14,1.0,736,0
0,2018,12,114.0,301,1
0,2018,12,98.0,603,1
1,2018,10,1.0,105,0
0,2018,10,100.0,603,1
1,2018,12,1.0,435,0
0,2018,12,100.0,302,1
1,2018,12,1.0,603,0
1,2018,11,1.0,736,0
0,2018,12,123.0,354,2
1,2004,10,2.0,736,0
1,2013,15,1.0,603,0
1,2016,15,1.0,603,0
0,2018,12,77.0,604,3
1,2018,12,1.0,736,0
1,2018,12,2.0,603,0
0,2018,13,106.0,106,1
0,2018,8,106.0,603,1
1,2018,15,2.0,603,0
0,2018,12,102.0,44,1
0,2014,10,146.0,251,2
0,2018,12,96.0,589,1
1,2018,12,1.0,488,0
1,2018,10,3.0,603,0
1,2018,12,1.0,483,0
0,2017,12,104.0,165,1
0,2018,12,109.0,251,1
0,2018,10,110.0,251,1
0,2017,12,110.0,251,1
0,2018,13,101.0,256,1
1,2018,12,1.0,15,0
0,2017,12,94.0,162,1
1,2017,12,1.0,444,0
1,2018,12,1.0,639,0
1,2018,12,2.0,603,0
0,2018,12,101.0,444,1
1,2018,13,3.0,617,0
1,2018,13,3.0,736,0
1,2017,12,1.0,121,0
0,2017,10,141.0,251,2
0,2017,10,120.0,251,1
0,2017,10,140.0,251,2
1,2018,12,1.0,603,0
0,2012,12,50.0,603,3
0,2018,12,57.0,736,3
1,2018,12,1.0,251,0
0,1998,12,31.0,58,0
1,2018,10,1.0,105,0
0,2018,12,90.0,603,1
1,2018,12,1.0,506,0
0,2017,10,110.0,251,1
0,2017,10,162.0,251,2
0,2017,10,139.0,251,2
0,2018,8,130.0,251,2
0,2017,10,145.0,251,2
0,2018,10,33.0,603,0
1,2018,13,1.0,603,0
0,2017,12,114.0,462,1
0,2018,10,100.0,603,1
0,2018,12,54.0,435,3
0,2018,10,150.0,251,2
0,2015,12,105.0,671,1
1,2018,10,1.0,15,0
1,2018,12,1.0,603,0
1,2018,13,1.0,603,0
0,2018,13,124.0,542,2
0,2018,12,95.0,603,1
0,2018,13,12.0,603,0
0,2018,12,104.0,9,1
1,2018,10,5.0,603,0
1,2018,10,1.0,736,0
1,2018,10,1.0,483,0
0,2014,13,143.0,251,2
0,2016,10,127.0,251,2
0,2018,12,100.0,251,1
0,2018,13,74.0,111,3
1,2018,12,1.0,444,0
1,2018,15,3.0,736,0
0,2018,12,104.0,603,1
0,2011,12,148.0,251,2
0,2011,13,127.0,251,2
0,2008,12,158.0,251,2
0,2016,10,124.0,251,2
0,2000,10,163.0,251,2
0,2010,10,121.0,251,2
0,2014,12,154.0,251,2
0,2014,10,127.0,251,2
0,2010,10,128.0,251,2
0,2012,13,98.0,251,1
0,2009,10,109.0,251,1
0,2016,10,168.0,251,2
0,2010,10,162.0,251,2
0,2006,10,159.0,251,2
0,2012,10,137.0,251,2
0,2015,10,133.0,251,2
0,2012,10,127.0,251,2
0,2011,10,131.0,251,2
0,2005,13,90.0,251,1
1,2018,11,1.0,342,0
0,2018,12,88.0,603,1
0,2017,12,87.0,6,1
1,2018,12,1.0,319,0
1,2018,10,1.0,319,0
1,2018,12,2.0,162,0
1,2018,12,2.0,319,0
0,2005,13,82.0,15,3
0,2012,10,86.0,15,1
1,2007,12,6.0,15,0
0,2017,12,100.0,165,1
0,2018,12,57.0,342,3
1,2018,12,3.0,350,0
0,2018,12,95.0,603,1
1,2018,12,1.0,319,0
0,2018,10,101.0,30,1
1,2018,12,1.0,444,0
0,2018,13,124.0,251,2
0,2018,12,72.0,603,3
0,2018,12,93.0,444,1
1,2018,13,1.0,506,0
1,2018,12,1.0,363,0
0,2018,7,92.0,120,1
0,2018,12,95.0,603,1
1,2018,15,4.0,603,0
1,2018,12,1.0,319,0
1,2018,14,2.0,86,0
0,2018,7,133.0,45,2
0,2018,12,85.0,444,1
1,2018,10,1.0,736,0
0,2018,10,105.0,444,1
0,2018,10,101.0,319,1
0,2018,11,88.0,15,1
1,2018,12,2.0,603,0
1,2018,10,1.0,105,0
0,2018,12,113.0,603,1
0,2018,12,71.0,603,3
0,2018,12,75.0,342,3
1,2017,12,2.0,296,0
1,2018,12,2.0,506,0
1,2018,12,2.0,603,0
1,2018,12,1.0,435,0
1,2018,13,2.0,603,0
0,2018,10,66.0,2,3
0,2018,10,83.0,603,3
0,2018,12,110.0,444,1
0,2018,13,88.0,191,1
0,2013,12,77.0,603,3
0,2012,12,58.0,603,3
0,2012,12,69.0,603,3
0,2012,12,61.0,603,3
0,2018,10,88.0,118,1
0,2006,10,122.0,251,2
0,2013,12,60.0,603,3
0,2003,10,166.0,251,2
0,2013,10,107.0,251,1
0,2018,12,94.0,603,1
0,2010,13,87.0,251,1
0,2018,10,92.0,251,1
0,2007,10,130.0,251,2
1,2017,10,15.0,603,0
0,2015,10,88.0,342,1
0,2010,10,128.0,251,2
0,2017,12,96.0,603,1
0,2018,12,94.0,251,1
0,2012,12,69.0,603,3
1,2017,10,1.0,603,0
0,2017,12,90.0,444,1
0,2018,12,101.0,506,1
1,2018,12,1.0,506,0
0,2018,12,77.0,96,3
1,2018,12,1.0,589,0
0,2018,10,89.0,122,1
0,2018,12,90.0,603,1
0,2018,9,98.0,603,1
1,2017,15,1.0,621,0
0,2018,12,66.0,603,3
1,2018,12,1.0,45,0
0,2014,12,103.0,319,1
0,2018,12,95.0,162,1
1,2018,10,1.0,603,0
0,2016,8,89.0,627,1
0,2018,12,74.0,506,3
1,2018,12,2.0,603,0
0,2018,12,119.0,105,1
0,2018,12,70.0,15,3
1,2018,12,1.0,603,0
0,2018,12,121.0,251,2
0,2018,12,106.0,296,1
0,2017,11,74.0,385,3
0,2018,12,106.0,603,1
0,2017,8,113.0,444,1
0,2017,12,119.0,102,1
1,2018,14,1.0,736,0
1,2018,14,1.0,736,0
0,2018,12,100.0,603,1
0,2018,12,110.0,15,1
0,2018,12,66.0,342,3
1,2018,12,1.0,162,0
1,2017,10,4.0,603,0
1,2008,15,2.0,319,0
0,2017,10,126.0,251,2
0,2017,12,130.0,488,2
1,2018,12,1.0,162,0
0,2018,12,110.0,603,1
0,2015,12,85.0,212,1
1,2019,10,4.0,603,0
1,2019,12,5.0,603,0
1,2018,12,1.0,603,0
0,2018,12,117.0,444,1
1,2018,12,1.0,435,0
0,2018,12,63.0,2,3
0,2018,12,94.0,603,1
0,2018,10,74.0,603,3
1,2018,15,3.0,690,0
1,2018,12,1.0,319,0
0,2018,10,58.0,603,3
0,2018,12,117.0,426,1
1,2018,14,1.0,736,0
1,2017,15,4.0,89,0
0,2007,12,89.0,603,1
0,2017,12,66.0,8,3
0,2018,12,158.0,251,2
0,1979,8,100.0,319,1
1,2009,12,1.0,319,0
0,2018,12,64.0,603,3
0,2017,12,92.0,603,1
1,2018,10,3.0,603,0
0,2018,12,63.0,342,3
1,2018,12,1.0,603,0
0,2018,10,105.0,589,1
1,2018,13,1.0,603,0
0,2018,12,67.0,603,3
0,2007,10,91.0,212,1
0,2018,12,92.0,603,1
0,2018,3,87.0,73,1
1,2018,11,1.0,603,0
0,2018,12,100.0,522,1
0,2018,12,113.0,162,1
0,2018,13,40.0,603,3
0,2018,12,105.0,311,1
1,2018,15,2.0,687,0
0,2018,10,94.0,342,1
0,2017,12,109.0,108,1
0,2017,12,99.0,444,1
0,2018,12,89.0,121,1
0,2017,12,92.0,55,1
0,2017,12,105.0,251,1
0,2017,10,130.0,251,2
0,2017,13,69.0,317,3
0,2018,12,98.0,603,1
0,2017,12,90.0,9,1
0,2018,12,65.0,603,3
0,2018,7,92.0,58,1
0,2015,14,19.0,736,0
0,2008,14,25.0,444,0
0,2015,14,22.0,736,0
0,2015,14,40.0,603,3
0,2014,14,22.0,736,0
0,2016,14,24.0,736,0
1,2016,14,1.0,162,0
0,2016,10,101.0,251,1
1,2017,13,1.0,736,0
0,2017,9,90.0,603,1
0,2017,12,96.0,444,1
1,2017,10,1.0,414,0
0,2017,10,115.0,251,1
0,2017,12,92.0,162,1
1,2018,12,1.0,736,0
0,2018,10,93.0,603,1
1,2016,10,2.0,736,0
0,2017,12,95.0,444,1
1,2016,13,1.0,736,0
0,2018,12,105.0,603,1
0,2018,10,117.0,603,1
1,2016,13,1.0,736,0
1,2016,10,1.0,736,0
0,2018,12,66.0,212,3
0,2017,13,97.0,603,1
0,2018,14,78.0,45,3
0,2018,12,102.0,435,1
0,2018,13,62.0,603,3
0,2018,12,97.0,603,1
0,2018,12,105.0,86,1
0,2018,13,79.0,603,3
0,2017,12,90.0,45,1
1,2017,12,1.0,212,0
1,2018,12,1.0,162,0
1,2018,12,1.0,603,0
0,2017,9,107.0,626,1
0,2018,10,105.0,603,1
0,2018,12,99.0,162,1
1,2018,14,2.0,603,0
0,2017,12,108.0,121,1
0,2018,12,66.0,506,3
1,2017,12,1.0,388,0
0,2018,12,75.0,603,3
0,2018,12,96.0,603,1
0,2017,10,95.0,449,1
0,2018,10,32.0,603,0
0,2018,12,70.0,603,3
0,2017,12,94.0,350,1
0,2018,12,78.0,2,3
1,2018,12,1.0,580,0
1,2017,13,3.0,162,0
0,2018,9,91.0,52,1
0,2018,12,75.0,162,3
0,2017,12,105.0,251,1
1,1993,13,7.0,603,0
0,2017,10,96.0,3,1
0,2009,13,132.0,251,2
1,2017,12,1.0,470,0
0,2012,12,60.0,603,3
1,2017,12,1.0,506,0
0,2004,10,171.0,251,2
0,2016,10,116.0,251,1
0,2007,10,169.0,251,2
0,2005,13,134.0,251,2
0,2000,10,159.0,251,2
1,2017,12,2.0,506,0
0,2017,9,87.0,506,1
0,2018,12,103.0,603,1
0,2018,12,78.0,603,3
1,2018,12,1.0,603,0
0,2018,12,62.0,342,3
0,2018,12,97.0,586,1
1,2018,12,12.0,58,0
0,2009,9,102.0,58,1
0,2006,9,95.0,58,1
1,2018,10,1.0,506,0
1,2018,10,1.0,506,0
0,2016,12,115.0,390,1
0,2018,12,102.0,603,1
0,2016,12,99.0,356,1
0,2018,12,74.0,603,3
1,2018,12,1.0,506,0
0,2018,12,100.0,603,1
0,2017,10,150.0,251,2
1,2018,12,2.0,603,0
0,2018,13,87.0,504,1
1,2018,12,1.0,2,0
0,2018,10,88.0,603,1
1,2018,12,1.0,603,0
0,2018,12,63.0,736,3
0,2016,8,129.0,319,2
0,2016,12,91.0,470,1
1,2016,10,1.0,150,0
1,2017,12,1.0,38,0
0,2017,12,115.0,394,1
0,2018,12,140.0,435,2
1,2017,10,1.0,319,0
0,2018,12,79.0,506,3
0,2018,15,104.0,603,1
1,2018,10,1.0,319,0
1,2018,12,1.0,589,0
0,2018,12,121.0,603,2
1,2018,12,1.0,435,0
0,2018,11,40.0,251,3
0,2017,9,94.0,53,1
1,2017,12,1.0,375,0
0,2018,10,58.0,603,3
0,2017,11,78.0,736,3
1,2018,12,1.0,603,0
0,2018,12,51.0,2,3
0,2018,12,69.0,96,3
0,2017,12,104.0,58,1
1,2017,12,1.0,58,0
0,2018,12,59.0,603,3
0,2018,12,94.0,603,1
0,1998,10,166.0,251,2
0,2007,13,155.0,251,2
0,2017,10,145.0,251,2
0,2016,9,106.0,603,1
0,2016,10,94.0,212,1
0,2017,13,127.0,251,2
0,2017,12,87.0,444,1
0,2004,13,185.0,251,2
0,2014,12,75.0,58,3
0,2014,12,89.0,58,1
0,2014,12,81.0,58,3
0,2008,12,47.0,58,3
0,2004,12,46.0,58,3
0,2016,10,125.0,251,2
0,2004,10,160.0,251,2
0,2017,12,110.0,435,1
0,2018,12,69.0,506,3
0,2018,12,67.0,603,3
0,2017,12,105.0,444,1
1,2016,10,1.0,437,0
1,2018,12,2.0,162,0
0,2018,12,127.0,545,2
1,2018,12,1.0,603,0
1,2017,10,1.0,506,0
0,2017,12,109.0,435,1
1,2017,12,2.0,506,0
0,2017,13,134.0,319,2
0,2018,12,60.0,2,3
1,2018,15,6.0,603,0
1,2018,10,1.0,603,0
0,2018,12,96.0,603,1
1,2017,12,1.0,319,0
0,2018,12,65.0,603,3
0,2018,10,133.0,251,2
0,2018,10,96.0,603,1
0,2018,12,95.0,516,1
0,2018,13,24.0,210,0
0,2018,10,97.0,603,1
0,2018,13,65.0,736,3
1,2017,10,1.0,603,0
0,2018,8,102.0,603,1
1,2018,12,1.0,603,0
0,2018,12,53.0,736,3
0,2017,12,116.0,247,1
0,2017,10,102.0,435,1
0,2017,12,86.0,690,1
0,2017,12,117.0,603,1
1,2016,12,8.0,603,0
0,2017,13,96.0,212,1
0,1998,10,69.0,603,3
1,2016,12,1.0,506,0
0,2017,12,108.0,444,1
0,2018,12,102.0,603,1
0,2018,12,61.0,419,3
0,2018,12,57.0,342,3
0,2018,12,49.0,2,3
1,2018,15,6.0,603,0
0,2017,9,87.0,53,1
1,2017,12,1.0,435,0
0,2018,12,59.0,121,3
0,2018,12,63.0,603,3
0,2017,12,69.0,736,3
1,2018,12,2.0,695,0
1,2017,13,1.0,319,0
0,2018,10,62.0,603,3
0,2018,8,108.0,603,1
0,2018,12,95.0,86,1
0,2017,12,99.0,506,1
1,2017,12,1.0,444,0
0,2018,12,62.0,121,3
1,2017,10,1.0,319,0
0,2018,12,60.0,603,3
0,1980,10,147.0,443,2
0,1986,10,153.0,251,2
0,2017,13,87.0,25,1
1,2018,12,2.0,603,0
0,2017,10,124.0,133,2
0,2018,10,94.0,603,1
0,2017,12,100.0,435,1
0,2018,12,71.0,603,3
0,2018,12,60.0,121,3
0,2017,12,135.0,251,2
1,2016,13,1.0,736,0
1,2017,12,5.0,589,0
0,2016,8,97.0,603,1
1,2018,12,1.0,319,0
0,2017,10,86.0,603,1
0,2017,12,91.0,444,1
1,2003,10,1.0,319,0
1,2010,10,5.0,319,0
1,2018,12,3.0,506,0
1,2000,15,1.0,319,0
1,2017,12,1.0,162,0
1,2017,12,1.0,603,0
0,2017,9,82.0,603,3
0,2016,9,102.0,58,1
1,2017,12,1.0,162,0
0,2017,10,105.0,162,1
1,2015,10,1.0,736,0
0,2017,10,106.0,212,1
0,2017,12,91.0,603,1
0,2017,12,61.0,603,3
1,2017,10,1.0,736,0
0,2017,12,80.0,603,3
1,2017,13,1.0,506,0
1,2017,10,1.0,30,0
0,2017,12,118.0,603,1
0,2017,12,94.0,2,1
0,2017,11,84.0,58,1
0,2016,9,103.0,350,1
0,2017,12,69.0,506,3
1,2017,10,1.0,67,0
1,2017,12,2.0,435,0
1,2015,12,1.0,736,0
0,2017,11,105.0,603,1
0,2017,12,128.0,251,2
0,2017,8,86.0,603,1
0,2015,12,109.0,438,1
1,2017,10,1.0,603,0
1,2017,10,4.0,603,0
0,2017,12,70.0,603,3
1,2016,10,1.0,736,0
0,2017,12,89.0,603,1
0,1986,10,162.0,251,2
0,1991,10,163.0,264,2
0,2006,10,91.0,30,1
0,2017,15,27.0,603,0
0,2017,12,67.0,603,3
0,2017,12,142.0,251,2
0,2017,12,78.0,322,3
0,2017,14,26.0,603,0
1,2017,15,5.0,603,0
1,2015,10,1.0,338,0
0,2017,14,46.0,603,3
1,2017,13,1.0,319,0
0,2017,15,81.0,261,3
0,2017,10,119.0,211,1
1,2017,15,1.0,162,0
1,2015,10,1.0,736,0
0,2016,12,99.0,502,1
1,2017,10,4.0,603,0
0,2017,12,96.0,603,1
1,2017,12,4.0,506,0
1,2017,12,3.0,506,0
0,2017,8,128.0,251,2
0,2017,10,114.0,603,1
0,2016,12,101.0,444,1
1,2017,10,1.0,319,0
1,2017,12,1.0,736,0
1,2017,12,1.0,736,0
1,2017,12,1.0,435,0
0,2017,10,109.0,603,1
1,2017,12,1.0,603,0
0,2017,14,51.0,17,3
0,2017,13,61.0,603,3
0,2017,13,73.0,603,3
0,2017,13,92.0,603,1
0,2017,12,94.0,86,1
1,2017,12,6.0,603,0
1,2017,14,3.0,603,0
0,2017,9,135.0,603,2
1,2017,12,1.0,603,0
1,2014,10,1.0,319,0
1,2015,12,1.0,407,0
0,2017,12,66.0,603,3
0,2017,12,126.0,58,2
1,2017,12,1.0,319,0
1,2017,15,2.0,319,0
1,2017,12,2.0,603,0
0,2017,12,54.0,342,3
0,2017,12,100.0,45,1
1,2017,12,2.0,319,0
0,2002,9,81.0,603,3
1,2017,11,6.0,603,0
0,2016,9,123.0,603,2
0,2017,12,144.0,603,2
0,2017,8,153.0,251,2
1,2015,10,1.0,736,0
1,2017,12,1.0,58,0
0,1978,13,141.0,251,2
0,2016,12,104.0,444,1
0,2016,13,97.0,499,1
0,2016,11,82.0,212,3
0,2017,12,98.0,105,1
1,2010,12,1.0,736,0
1,2007,12,1.0,736,0
1,2009,10,1.0,736,0
1,2008,10,1.0,736,0
1,2009,10,1.0,419,0
0,2017,12,84.0,603,3
0,2016,9,76.0,603,3
0,2017,8,75.0,603,3
0,2017,7,93.0,58,1
1,2017,10,1.0,603,0
0,2017,10,98.0,603,1
0,2016,9,91.0,603,1
0,2015,9,168.0,603,2
0,2017,12,68.0,506,3
1,2017,12,1.0,86,0
1,2017,12,3.0,506,0
0,2017,12,103.0,603,1
1,2017,13,2.0,603,0
0,2017,10,95.0,603,1
1,2017,12,1.0,603,0
0,2017,12,82.0,603,3
0,2017,12,94.0,162,1
0,2017,12,66.0,603,3
0,2017,10,135.0,251,2
1,2016,13,1.0,736,0
1,2012,10,1.0,736,0
0,2017,10,144.0,251,2
0,2015,12,90.0,363,1
1,2017,14,1.0,162,0
0,1960,13,158.0,260,2
1,2015,11,6.0,603,0
0,2016,10,83.0,224,3
0,2016,12,102.0,494,1
0,2017,12,52.0,342,3
0,2017,12,110.0,506,1
0,2017,12,85.0,603,1
0,2017,12,113.0,603,1
0,2016,12,88.0,412,1
0,2017,12,89.0,444,1
0,2017,12,59.0,603,3
1,2017,13,1.0,319,0
1,2017,15,2.0,105,0
0,2017,12,106.0,237,1
0,2017,12,66.0,603,3
0,2012,12,135.0,435,2
1,2016,15,1.0,319,0
1,2017,15,1.0,621,0
0,2017,12,93.0,444,1
0,2016,12,79.0,682,3
0,2017,8,107.0,603,1
0,2016,15,47.0,58,3
1,2012,10,1.0,736,0
1,2016,14,2.0,205,0
1,2004,10,4.0,603,0
1,2000,13,7.0,603,0
1,2013,10,1.0,419,0
1,2009,10,1.0,419,0
0,2016,10,118.0,374,1
0,2017,12,81.0,342,3
1,2017,10,1.0,483,0
1,2017,12,1.0,506,0
0,2017,12,103.0,603,1
0,2017,10,40.0,603,3
1,2015,13,1.0,736,0
0,2017,10,103.0,603,1
0,2017,12,85.0,736,1
1,2017,10,1.0,506,0
1,2017,12,2.0,603,0
1,2014,13,1.0,736,0
0,2015,12,104.0,193,1
0,2017,12,82.0,603,3
1,2017,10,4.0,686,0
1,2017,10,3.0,58,0
0,2014,4,112.0,58,1
0,2017,12,102.0,445,1
0,2017,12,101.0,603,1
0,2016,9,119.0,603,1
0,2017,10,62.0,603,3
0,2017,14,64.0,621,3
0,2017,12,137.0,56,2
0,2017,12,108.0,641,1
1,2017,14,2.0,603,0
0,2017,3,78.0,603,3
1,2017,12,7.0,15,0
0,2017,10,40.0,603,3
0,2017,12,71.0,603,3
0,2017,10,99.0,603,1
1,2016,12,1.0,444,0
0,2017,12,60.0,96,3
1,2017,12,1.0,603,0
0,2017,12,78.0,736,3
0,2016,12,98.0,603,1
0,2017,12,70.0,603,3
1,2016,13,1.0,603,0
1,2017,10,4.0,603,0
1,2016,10,1.0,603,0
1,2016,10,8.0,603,0
1,2017,12,1.0,483,0
1,2017,13,1.0,483,0
0,1988,10,148.0,251,2
0,2017,12,54.0,736,3
0,2012,12,92.0,319,1
0,2013,12,107.0,319,1
0,2006,12,90.0,603,1
0,1976,13,135.0,251,2
0,1983,10,151.0,251,2
1,2017,13,1.0,319,0
1,2007,10,1.0,319,0
1,1988,13,1.0,603,0
0,1973,10,132.0,251,2
1,2017,15,1.0,603,0
0,2017,12,95.0,603,1
0,1974,10,162.0,251,2
0,1989,10,163.0,251,2
1,2017,12,3.0,638,0
0,2016,12,89.0,212,1
0,2017,12,28.0,603,0
0,2016,12,103.0,162,1
0,1984,10,160.0,264,2
0,2016,12,113.0,9,1
0,2016,11,86.0,105,1
0,2016,10,83.0,562,3
0,2017,12,113.0,13,1
0,2016,12,86.0,2,1
0,2017,10,57.0,603,3
0,2016,12,98.0,603,1
0,2017,9,116.0,15,1
0,2017,12,100.0,603,1
0,2017,12,51.0,603,3
1,2017,15,5.0,603,0
1,2017,12,1.0,603,0
0,2011,8,113.0,603,1
0,2017,12,124.0,543,2
1,2013,12,1.0,492,0
0,2017,12,63.0,603,3
0,2015,12,56.0,603,3
1,2017,12,1.0,319,0
0,2017,10,94.0,603,1
0,2017,12,90.0,603,1
0,2015,12,71.0,342,3
0,2017,10,97.0,603,1
0,2015,9,83.0,603,3
0,2017,10,92.0,603,1
0,2017,12,165.0,251,2
0,2017,10,166.0,736,2
0,2017,12,166.0,736,2
0,2015,10,159.0,251,2
0,2015,10,160.0,736,2
0,2015,10,159.0,736,2
0,2015,15,22.0,603,0
0,2016,8,105.0,175,1
